Date;Solde
2022-06-30;3356.4300000000003
2022-07-01;3374.69
2022-07-02;3441.91
2022-07-03;3441.65
2022-07-04;3431.55
2022-07-05;3455.65
2022-07-06;3493.12
2022-07-07;3562.58
2022-07-08;3558.9
2022-07-09;3596.39
2022-07-10;3549.01
2022-07-11;3567.09
2022-07-12;3550.44
2022-07-13;3562.8
2022-07-14;3556.02
2022-07-15;3632.89
2022-07-16;3673.11
2022-07-17;3655.47
2022-07-18;3698.89
2022-07-19;3689.65
2022-07-20;3756.72
2022-07-21;3786.25
2022-07-22;3755.16
2022-07-23;3746.24
2022-07-24;3715.97
2022-07-25;3783.29
2022-07-26;3779.39
2022-07-27;3820.59
2022-07-28;3796.95
2022-07-29;3792.41
2022-07-30;3770.25
2022-07-31;3779.07
2022-08-01;3842.97
2022-08-02;3887.83
2022-08-03;3921.83
2022-08-04;3941.0
2022-08-05;3942.07
2022-08-06;3962.42
2022-08-07;3962.13
2022-08-08;4037.05
2022-08-09;4069.83
2022-08-10;4026.25
2022-08-11;4010.5
2022-08-12;3963.14
2022-08-13;3925.22
2022-08-14;3940.47
2022-08-15;3916.27
2022-08-16;3994.61
2022-08-17;4019.47
2022-08-18;3999.44
2022-08-19;4006.4
2022-08-20;3992.33
2022-08-21;3969.27
2022-08-22;3949.04
2022-08-23;3905.95
2022-08-24;3931.82
2022-08-25;3902.37
2022-08-26;3916.95
2022-08-27;3908.62
2022-08-28;3902.77
2022-08-29;3864.2
2022-08-30;3844.43
2022-08-31;3883.09
2022-09-01;3962.54
2022-09-02;3955.16
2022-09-03;3986.4
2022-09-04;3973.45
2022-09-05;4031.49
2022-09-06;4043.19
2022-09-07;4107.91
2022-09-08;4076.61
2022-09-09;4118.639999999999
2022-09-10;4166.46
2022-09-11;4197.9400000000005
2022-09-12;4215.280000000001
2022-09-13;4217.33
2022-09-14;4186.9
2022-09-15;4203.24
2022-09-16;4261.79
2022-09-17;4275.38
2022-09-18;4347.38
2022-09-19;4366.639999999999
2022-09-20;4345.59
2022-09-21;4407.54
2022-09-22;4464.16
2022-09-23;4532.58
2022-09-24;4493.34
2022-09-25;4469.16
2022-09-26;4450.12
2022-09-27;4450.87
2022-09-28;4490.91
2022-09-29;4509.030000000001
2022-09-30;4513.8099999999995
2022-10-01;4473.08
2022-10-02;4531.5
2022-10-03;4536.75
2022-10-04;4517.6900000000005
2022-10-05;4486.83
2022-10-06;4476.3
2022-10-07;4524.13
2022-10-08;4562.17
2022-10-09;4639.780000000001
2022-10-10;4595.5599999999995
2022-10-11;4633.65
2022-10-12;4702.33
2022-10-13;4659.51
2022-10-14;4738.5
2022-10-15;4760.8
2022-10-16;4791.8099999999995
2022-10-17;4742.12
2022-10-18;4730.8099999999995
2022-10-19;4766.12
2022-10-20;4760.48
2022-10-21;4733.57
2022-10-22;4705.6
2022-10-23;4739.49
2022-10-24;4805.55
2022-10-25;4829.469999999999
2022-10-26;4878.04
2022-10-27;4884.5
2022-10-28;4863.21
2022-10-29;4917.9400000000005
2022-10-30;4975.42
2022-10-31;5029.85
2022-11-01;5028.530000000001
2022-11-02;5012.3
2022-11-03;5090.3099999999995
2022-11-04;5103.389999999999
2022-11-05;5115.639999999999
2022-11-06;5090.3099999999995
2022-11-07;5043.82
2022-11-08;5112.55
2022-11-09;5149.33
2022-11-10;5134.780000000001
2022-11-11;5156.38
2022-11-12;5160.23
2022-11-13;5232.98
2022-11-14;5295.62
2022-11-15;5282.8099999999995
2022-11-16;5274.91
2022-11-17;5271.59
2022-11-18;5301.780000000001
2022-11-19;5283.969999999999
2022-11-20;5239.3099999999995
2022-11-21;5238.62
2022-11-22;5210.37
2022-11-23;5210.29
2022-11-24;5239.2
2022-11-25;5229.6900000000005
2022-11-26;5307.45
2022-11-27;5325.99
2022-11-28;5285.95
2022-11-29;5311.34
2022-11-30;5330.17
2022-12-01;5330.719999999999
2022-12-02;5366.88
2022-12-03;5421.8099999999995
2022-12-04;5462.55
2022-12-05;5465.59
2022-12-06;5527.12
2022-12-07;5541.639999999999
2022-12-08;5598.71
2022-12-09;5675.66
2022-12-10;5726.45
2022-12-11;5686.47
2022-12-12;5689.99
2022-12-13;5749.98
2022-12-14;5713.01
2022-12-15;5747.49
2022-12-16;5802.05
2022-12-17;5878.48
2022-12-18;5932.46
2022-12-19;5950.16
2022-12-20;6024.4
2022-12-21;6022.27
2022-12-22;6059.09
2022-12-23;6013.95
2022-12-24;6020.07
2022-12-25;6023.53
2022-12-26;6059.49
2022-12-27;6037.2
2022-12-28;6056.26
2022-12-29;6030.56
2022-12-30;6068.81
2022-12-31;6046.49
2023-01-01;6062.11
2023-01-02;6095.72
2023-01-03;6137.09
2023-01-04;6133.86
2023-01-05;6098.22
2023-01-06;6153.29
2023-01-07;6127.59
2023-01-08;6146.78
2023-01-09;6110.65
2023-01-10;6095.96
2023-01-11;6106.38
2023-01-12;6077.88
2023-01-13;6087.34
2023-01-14;6126.31
2023-01-15;6130.61
2023-01-16;6187.15
2023-01-17;6219.8
2023-01-18;6229.61
2023-01-19;6271.96
2023-01-20;6305.41
2023-01-21;6268.56
2023-01-22;6222.44
2023-01-23;6257.52
2023-01-24;6288.45
2023-01-25;6280.39
2023-01-26;6306.41
2023-01-27;6375.82
2023-01-28;6357.88
2023-01-29;6419.7
2023-01-30;6376.9
2023-01-31;6341.54
2023-02-01;6346.1
2023-02-02;6314.9
2023-02-03;6300.17
2023-02-04;6355.7
2023-02-05;6334.79
2023-02-06;6371.09
2023-02-07;6446.66
2023-02-08;6515.07
2023-02-09;6556.25
2023-02-10;6545.98
2023-02-11;6601.87
2023-02-12;6552.25
2023-02-13;6558.12
2023-02-14;6630.39
2023-02-15;6603.0
2023-02-16;6602.63
2023-02-17;6619.58
2023-02-18;6577.05
2023-02-19;6567.0
2023-02-20;6591.3
2023-02-21;6670.97
2023-02-22;6731.16
2023-02-23;6682.18
2023-02-24;6634.2
2023-02-25;6660.66
2023-02-26;6673.5
2023-02-27;6674.19
2023-02-28;6643.32
2023-03-01;6656.02
2023-03-02;6717.73
2023-03-03;6682.67
2023-03-04;6691.8
2023-03-05;6668.47
2023-03-06;6710.84
2023-03-07;6785.82
2023-03-08;6765.13
2023-03-09;6764.26
2023-03-10;6814.94
2023-03-11;6829.66
2023-03-12;6874.43
2023-03-13;6832.85
2023-03-14;6828.98
2023-03-15;6822.68
2023-03-16;6823.47
2023-03-17;6817.55
2023-03-18;6767.87
2023-03-19;6817.04
2023-03-20;6843.21
2023-03-21;6854.15
2023-03-22;6824.03
2023-03-23;6788.89
2023-03-24;6860.72
2023-03-25;6895.84
2023-03-26;6888.57
2023-03-27;6850.44
2023-03-28;6924.33
2023-03-29;6968.35
2023-03-30;6935.51
2023-03-31;6895.72
2023-04-01;6961.7
2023-04-02;7022.19
2023-04-03;7036.42
2023-04-04;7039.43
2023-04-05;7096.44
2023-04-06;7125.27
2023-04-07;7147.85
2023-04-08;7141.32
2023-04-09;7194.23
2023-04-10;7151.84
2023-04-11;7169.58
2023-04-12;7215.33
2023-04-13;7292.12
2023-04-14;7280.35
2023-04-15;7333.91
2023-04-16;7296.18
2023-04-17;7348.03
2023-04-18;7367.5
2023-04-19;7378.62
2023-04-20;7362.33
2023-04-21;7407.12
2023-04-22;7471.43
2023-04-23;7422.58
2023-04-24;7423.8
2023-04-25;7476.3
2023-04-26;7470.35
2023-04-27;7432.26
2023-04-28;7511.25
2023-04-29;7462.55
2023-04-30;7439.1
2023-05-01;7487.19
2023-05-02;7477.01
2023-05-03;7524.91
2023-05-04;7549.31
2023-05-05;7626.25
2023-05-06;7604.66
2023-05-07;7614.39
2023-05-08;7596.68
2023-05-09;7585.06
2023-05-10;7634.45
2023-05-11;7680.76
2023-05-12;7678.21
2023-05-13;7683.6
2023-05-14;7704.4
2023-05-15;7776.18
2023-05-16;7784.98
2023-05-17;7806.36
2023-05-18;7776.52
2023-05-19;7740.73
2023-05-20;7818.9
2023-05-21;7809.7
2023-05-22;7832.46
2023-05-23;7899.41
2023-05-24;7940.21
2023-05-25;8010.75
2023-05-26;7986.61
2023-05-27;8019.88
2023-05-28;7974.58
2023-05-29;7938.33
2023-05-30;7908.34
2023-05-31;7904.34
2023-06-01;7857.55
2023-06-02;7919.07
2023-06-03;7976.12
2023-06-04;8049.58
2023-06-05;8084.31
2023-06-06;8093.29
2023-06-07;8128.06
2023-06-08;8201.619999999999
2023-06-09;8228.39
2023-06-10;8296.55
2023-06-11;8330.869999999999
2023-06-12;8403.49
2023-06-13;8429.74
2023-06-14;8480.560000000001
2023-06-15;8491.8
2023-06-16;8543.17
2023-06-17;8554.29
2023-06-18;8540.23
2023-06-19;8564.09
2023-06-20;8619.189999999999
2023-06-21;8637.380000000001
2023-06-22;8588.11
2023-06-23;8619.810000000001
2023-06-24;8610.85
2023-06-25;8667.65
2023-06-26;8636.25
2023-06-27;8682.720000000001
2023-06-28;8649.74
2023-06-29;8602.64
2023-06-30;8669.51
2023-07-01;8649.65
2023-07-02;8690.95
2023-07-03;8709.02
2023-07-04;8674.3
2023-07-05;8647.11
2023-07-06;8642.529999999999
2023-07-07;8597.33
2023-07-08;8551.91
2023-07-09;8557.86
2023-07-10;8593.65
2023-07-11;8586.9
2023-07-12;8622.119999999999
2023-07-13;8597.48
2023-07-14;8577.619999999999
2023-07-15;8635.92
2023-07-16;8681.73
2023-07-17;8679.5
2023-07-18;8664.29
2023-07-19;8647.939999999999
2023-07-20;8659.21
2023-07-21;8707.9
2023-07-22;8675.66
2023-07-23;8744.35
2023-07-24;8755.3
2023-07-25;8776.14
2023-07-26;8788.75
2023-07-27;8860.779999999999
2023-07-28;8816.619999999999
2023-07-29;8793.34
2023-07-30;8772.14
2023-07-31;8827.970000000001
2023-08-01;8834.02
2023-08-02;8834.85
2023-08-03;8822.6
2023-08-04;8868.52
2023-08-05;8877.29
2023-08-06;8949.75
2023-08-07;9000.970000000001
2023-08-08;9023.75
2023-08-09;9004.720000000001
2023-08-10;9054.33
2023-08-11;9118.810000000001
2023-08-12;9120.3
2023-08-13;9172.560000000001
2023-08-14;9166.77
2023-08-15;9142.720000000001
2023-08-16;9100.23
2023-08-17;9157.3
2023-08-18;9148.46
2023-08-19;9162.26
2023-08-20;9237.3
2023-08-21;9214.6
2023-08-22;9215.91
2023-08-23;9179.08
2023-08-24;9234.74
2023-08-25;9186.35
2023-08-26;9181.6
2023-08-27;9201.45
2023-08-28;9230.79
2023-08-29;9197.529999999999
2023-08-30;9207.189999999999
2023-08-31;9265.560000000001
2023-09-01;9316.1
2023-09-02;9289.25
2023-09-03;9330.46
2023-09-04;9329.6
2023-09-05;9345.36
2023-09-06;9385.64
2023-09-07;9418.05
2023-09-08;9450.18
2023-09-09;9516.08
2023-09-10;9524.6
2023-09-11;9582.77
2023-09-12;9644.46
2023-09-13;9624.18
2023-09-14;9653.85
2023-09-15;9669.48
2023-09-16;9654.67
2023-09-17;9649.720000000001
2023-09-18;9607.35
2023-09-19;9601.11
2023-09-20;9680.529999999999
2023-09-21;9654.9
2023-09-22;9617.68
2023-09-23;9674.880000000001
2023-09-24;9650.810000000001
2023-09-25;9662.67
2023-09-26;9628.96
2023-09-27;9691.71
2023-09-28;9679.98
2023-09-29;9751.52
2023-09-30;9829.44
2023-10-01;9900.54
2023-10-02;9935.7
2023-10-03;9908.96
2023-10-04;9896.14
2023-10-05;9923.66
2023-10-06;9976.98
2023-10-07;9982.32
2023-10-08;10011.94
2023-10-09;10015.93
2023-10-10;10014.28
2023-10-11;9992.31
2023-10-12;10071.29
2023-10-13;10036.15
2023-10-14;10103.21
2023-10-15;10111.99
2023-10-16;10082.4
2023-10-17;10152.98
2023-10-18;10173.73
2023-10-19;10132.21
2023-10-20;10165.08
2023-10-21;10177.02
2023-10-22;10239.76
2023-10-23;10273.81
2023-10-24;10317.18
2023-10-25;10288.81
2023-10-26;10290.46
2023-10-27;10254.05
2023-10-28;10319.3
2023-10-29;10330.64
2023-10-30;10375.46
2023-10-31;10412.61
2023-11-01;10369.04
2023-11-02;10436.0
2023-11-03;10416.15
2023-11-04;10373.43
2023-11-05;10392.18
2023-11-06;10367.83
2023-11-07;10440.06
2023-11-08;10466.3
2023-11-09;10422.24
2023-11-10;10491.74
2023-11-11;10561.13
2023-11-12;10560.04
2023-11-13;10574.92
2023-11-14;10541.29
2023-11-15;10578.57
2023-11-16;10570.24
2023-11-17;10560.92
2023-11-18;10522.21
2023-11-19;10546.66
2023-11-20;10507.85
2023-11-21;10581.0
2023-11-22;10609.72
2023-11-23;10665.95
2023-11-24;10740.42
2023-11-25;10794.73
2023-11-26;10816.57
2023-11-27;10825.14
2023-11-28;10781.88
2023-11-29;10790.75
2023-11-30;10814.21
2023-12-01;10822.33
2023-12-02;10813.31
2023-12-03;10840.17
2023-12-04;10907.93
2023-12-05;10943.92
2023-12-06;10902.59
2023-12-07;10876.11
2023-12-08;14450.86
2023-12-09;10908.33
2023-12-10;10896.33
2023-12-11;10863.81
2023-12-12;10848.85
2023-12-13;10928.29
2023-12-14;10908.11
2023-12-15;10866.61
2023-12-16;10944.55
2023-12-17;10908.0
2023-12-18;10943.51
2023-12-19;10978.68
2023-12-20;10963.92
2023-12-21;10974.69
2023-12-22;11053.82
2023-12-23;11127.0
2023-12-24;11206.39
2023-12-25;11180.97
2023-12-26;11178.02
2023-12-27;11192.86
2023-12-28;11233.2
2023-12-29;11285.56
2023-12-30;11357.41
2023-12-31;11390.72
2024-01-01;11443.57
2024-01-02;11483.91
2024-01-03;11498.71
2024-01-04;11499.04
2024-01-05;11451.04
2024-01-06;11480.1
2024-01-07;11503.89
2024-01-08;11579.66
2024-01-09;11616.55
2024-01-10;11595.27
2024-01-11;11611.07
2024-01-12;11661.51
2024-01-13;11724.74
2024-01-14;11740.72
2024-01-15;11730.77
2024-01-16;11750.43
2024-01-17;11808.15
2024-01-18;11863.84
2024-01-19;11913.26
2024-01-20;11900.87
2024-01-21;11955.57
2024-01-22;12018.17
2024-01-23;12090.1
2024-01-24;12088.99
2024-01-25;12050.64
2024-01-26;12034.63
2024-01-27;12103.79
2024-01-28;12067.55
2024-01-29;12119.94
2024-01-30;12152.9
2024-01-31;12207.38
2024-02-01;12266.22
2024-02-02;12304.4
2024-02-03;12291.42
2024-02-04;12324.72
2024-02-05;12404.5
2024-02-06;12455.7
2024-02-07;12527.48
2024-02-08;12559.02
2024-02-09;12636.97
2024-02-10;12652.74
2024-02-11;12637.44
2024-02-12;12666.29
2024-02-13;12686.79
2024-02-14;12742.14
2024-02-15;12801.54
2024-02-16;12792.6
2024-02-17;12780.42
2024-02-18;12757.23
2024-02-19;12743.2
2024-02-20;12753.19
2024-02-21;12756.77
2024-02-22;12835.02
2024-02-23;12799.72
2024-02-24;12858.66
2024-02-25;12852.36
2024-02-26;12804.45
2024-02-27;12827.82
2024-02-28;12881.79
2024-02-29;12865.67
2024-03-01;12853.56
2024-03-02;12862.86
2024-03-03;12936.57
2024-03-04;12903.72
2024-03-05;12935.52
2024-03-06;12956.09
2024-03-07;12957.23
2024-03-08;12967.18
2024-03-09;12942.09
2024-03-10;12906.36
2024-03-11;12864.88
2024-03-12;12854.44
2024-03-13;12809.75
2024-03-14;12821.11
2024-03-15;12782.11
2024-03-16;12757.13
2024-03-17;12759.47
2024-03-18;12779.12
2024-03-19;12792.04
2024-03-20;12831.46
2024-03-21;12873.82
2024-03-22;12867.13
2024-03-23;12818.5
2024-03-24;12862.17
2024-03-25;12919.95
2024-03-26;12986.83
2024-03-27;13012.37
2024-03-28;12993.96
2024-03-29;12989.78
2024-03-30;12983.33
2024-03-31;12955.33
2024-04-01;12978.42
2024-04-02;12928.73
2024-04-03;12895.99
2024-04-04;12923.49
2024-04-05;12943.78
2024-04-06;12967.11
2024-04-07;12925.45
2024-04-08;12940.75
2024-04-09;12941.47
2024-04-10;12948.49
2024-04-11;12955.87
2024-04-12;12965.45
2024-04-13;12933.62
2024-04-14;12938.41
2024-04-15;12996.65
2024-04-16;13047.06
2024-04-17;13043.95
2024-04-18;13034.04
2024-04-19;13066.48
2024-04-20;13145.25
2024-04-21;13096.96
2024-04-22;13110.87
2024-04-23;13147.42
2024-04-24;13167.54
2024-04-25;13238.7
2024-04-26;13264.9
2024-04-27;13217.17
2024-04-28;13268.38
2024-04-29;13333.69
2024-04-30;13408.9
