Symbol;OrderId;ClientId;ClientOrderId;Status;Type;Side;Price;Gain;Quantity;Commission;tradeId;transactDate;transactTime;Timestamp
OMGUSDT;2005723540;1;313wH3Tfixdj5uHjWeA96O;FILLED;MARKET;BUY;0.711;0.0;140.8;0.00021221;119777172;2024-02-19;00:00:20;1708297220087
ONEUSDT;1397784874;1;kPM0mjrLwkH3BuZw8xez5n;FILLED;MARKET;BUY;0.01926;0.0;5192.1;0.00021735;110537535;2024-02-20;00:00:19;1708383619925
ADAUSDT;4455472848;1;BRdFOMPBUnNgo56870lKaD;FILLED;MARKET;BUY;0.5821;0.0;171.7;0.00020048;472824000;2024-02-24;00:00:08;1708729208707
FETUSDT;1113598697;1;Opmn8E4rxO2N3HFIkcZXFc;FILLED;MARKET;BUY;1.042;0.0;95.0;0.00019864;85825723;2024-02-24;00:00:17;1708729217815
CTSIUSDT;710539428;1;ca5F7FUGA47m2jbACgbr9u;FILLED;MARKET;BUY;0.3287;0.0;286.0;0.00018972;44374509;2024-02-24;00:00:29;1708729229845
EGLDUSDT;1333110023;1;KpN2tjBYColHvjESWxWfJ7;FILLED;MARKET;BUY;58.18;0.0;1.71;0.0001957;98086962;2024-02-25;00:00:11;1708815611724
INJUSDT;1143912310;1;1BLoxk0QelwomVPRkOTHLq;FILLED;MARKET;BUY;36.73;0.0;2.7;0.00018508;73348265;2024-02-27;00:00:15;1708988415037
RUNEUSDT;1397332414;1;RIHaXFKb8laxewRijdgxkV;FILLED;MARKET;BUY;5.787;0.0;17.2;0.00018658;105320339;2024-02-27;00:00:21;1708988421316
ROSEUSDT;1339217498;1;3cFi67OeuweIL5mPLVMhLB;FILLED;MARKET;BUY;0.12982;0.0;770.4000000000001;0.00018718;99532410;2024-02-27;00:00:25;1708988425492
BTCUSDT;25192821304;1;BenPPTqHPx3sdjtk2NOF06;FILLED;MARKET;SELL;61288.81;27.8139276;0.00207;0.00023106;3442046191;2024-02-29;00:00:10;1709161210416
CTSIUSDT;716595812;1;MxMl1RmaFVHVoZjrYBcI8H;FILLED;MARKET;SELL;0.4197;26.026000000000007;286.0;0.00021858;44701908;2024-02-29;00:00:23;1709161223421
AVAXUSDT;2785721726;1;AdqYSai1QnraE0QxD8TO3S;FILLED;MARKET;BUY;40.17;0.0;2.49;0.0001896;255669522;2024-03-01;00:00:08;1709247608251
BTCUSDT;25230074632;1;359suI5EiOdLZpMWc8AttN;FILLED;MARKET;BUY;61243.57;0.0;0.00208;0.0002409899999999;3445317130;2024-03-01;00:00:15;1709247615631
HOTUSDT;851383959;1;nAbZRxDPKiPOMYUAdhAi3I;FILLED;MARKET;SELL;0.00272;21.43728000000002;44661.0;0.00022982;107955953;2024-03-01;00:00:21;1709247621038
FETUSDT;1142957123;1;UGWrZw33FECTzIRtTgiJsQ;FILLED;MARKET;SELL;1.4065;34.263000000000005;94.0;0.00025011;88661384;2024-03-01;00:00:26;1709247626966
CTSIUSDT;717855641;1;nqhvPSVhanguBURb94XDga;FILLED;MARKET;BUY;0.3902;0.0;323.0;0.00024097;44772035;2024-03-01;00:00:37;1709247637831
SOLUSDT;5180458700;1;6naB4TM6UCYYYkVeoHMkRm;FILLED;MARKET;BUY;123.99;0.0;0.79;0.00018521;472353535;2024-03-01;00:00:42;1709247642952
AUDIOUSDT;722494870;1;Bpxwl4yB40LmCFLmScxDGO;FILLED;MARKET;SELL;0.3038;24.60000000000001;410.0;0.00022973;51113307;2024-03-02;00:00:09;1709334009008
ONEUSDT;1410532414;1;0n4tbrBjt0EhCY7DnqFbgr;FILLED;MARKET;SELL;0.02579;33.903760000000005;5192.0;0.00024696;111913410;2024-03-02;00:00:21;1709334021910
ROSEUSDT;1353121930;1;lrtPJDBngFsdBodid9vq2Z;FILLED;MARKET;SELL;0.16317;25.68950500000001;770.3;0.00023206;100577545;2024-03-02;00:00:27;1709334027337
BTCUSDT;25333037762;1;C8C4rks0MCW5C8m7OeLW8P;FILLED;MARKET;SELL;67896.0;12.3069955;0.00185;0.00022494;3454643613;2024-03-05;00:00:11;1709593211213
OMGUSDT;2015236874;1;zxVFjSyf3s31vVFVxwQd7o;FILLED;MARKET;SELL;1.178;65.70689999999999;140.7;0.00029681;120733659;2024-03-05;00:00:20;1709593220696
ADAUSDT;4501834394;1;MHMnUegxQ7HU4n2JjqmRFr;FILLED;MARKET;SELL;0.6366;9.352200000000018;171.6;0.00021894;476809844;2024-03-05;21:00:08;1709668808776
EGLDUSDT;1350759202;1;NXph9tbFglOo4wOrip8VMc;FILLED;MARKET;SELL;58.09;-0.1529999999999937;1.7;0.00019792;99382633;2024-03-05;21:00:14;1709668814951
ADAUSDT;4503339012;1;xhyU7EYeWgaJkHd0aKf5aj;FILLED;MARKET;BUY;0.6784;0.0;259.4;0.00033676;477046320;2024-03-06;00:00:07;1709679607747
BTCUSDT;25379113650;1;OEADpXM2YXv8sNTqBXsKzs;FILLED;MARKET;BUY;63338.9;0.0;0.00327;0.00039658;3460027623;2024-03-06;00:00:13;1709679613662
EGLDUSDT;1353218934;1;vfyWTVWbkxUfDe3ug0wreg;FILLED;MARKET;BUY;64.04;0.0;2.59;0.00028943;99549273;2024-03-07;00:00:10;1709766010638
INJUSDT;1181108564;1;E6NAoRbVSu9xb3KDBqw3Tw;FILLED;MARKET;SELL;43.53;17.68000000000001;2.6;0.00018063;76992027;2024-03-08;00:00:14;1709852414757
OMGUSDT;2018125071;1;1EPvwv3a9dNsXw4uWv3RWA;FILLED;MARKET;BUY;1.176;0.0;197.5;0.00037006;121032735;2024-03-08;00:00:18;1709852418601
ONEUSDT;1424270224;1;J8RqjNwE95lF1k7mg9w55a;FILLED;MARKET;BUY;0.03381;0.0;5932.200000000001;0.00031632;113429826;2024-03-09;00:00:16;1709938816939
ROSEUSDT;1378739712;1;1GErpTkY1sUiXdwi8msDLx;FILLED;MARKET;BUY;0.17223;0.0;1117.2;0.00027574;102287747;2024-03-11;00:00:18;1710111618594
RUNEUSDT;1446165408;1;bSItIsQ0vb0NlkHoGtkXl6;FILLED;MARKET;SELL;9.643;65.93760000000002;17.1;0.0002322;109670176;2024-03-12;10:23:27;1710235407006
INJUSDT;1195929674;1;RPfFTTDnPvlqa1ON3tj1bv;FILLED;MARKET;BUY;51.1;0.0;3.5;0.00024973;78464307;2024-03-13;00:00:16;1710284416827
FETUSDT;1263498501;1;ZFRSQU9oM4TABbu0KA4nk7;FILLED;MARKET;BUY;2.8615;0.0;69.0;0.00024614;101228419;2024-03-15;00:00:13;1710457213692
SOLUSDT;5355967351;1;5PC7ttJtdcPukiM7bcQ32B;FILLED;MARKET;SELL;172.78;38.54410000000001;0.79;0.00016964;492710863;2024-03-15;00:00:27;1710457227128
RUNEUSDT;1467236439;1;Ha9AIHO51ctUFQLcFImU4l;FILLED;MARKET;BUY;9.26;0.0;25.0;0.00028707;111680148;2024-03-16;00:00:17;1710543617788
EGLDUSDT;1373986975;1;Nm0Km8D3WMvaXR0vemG5W1;FILLED;MARKET;SELL;62.32;-4.437600000000016;2.58;0.00020595;101024969;2024-03-16;19:40:10;1710614410971
ROSEUSDT;1396478019;1;DwgFtFlFnfso0psvlPIIle;FILLED;MARKET;SELL;0.14655;-28.687127999999976;1117.1;0.00021034;103169677;2024-03-16;19:40:23;1710614423832
AVAXUSDT;2871350817;1;AT7TdVmzYPGCWQjThjecUP;FILLED;MARKET;SELL;53.16;32.21519999999999;2.48;0.00016881;262923770;2024-03-17;00:00:06;1710630006984
EGLDUSDT;1374519869;1;hT8CUrGjgl07XItMVmA3S7;FILLED;MARKET;BUY;62.4;0.0;2.57;0.00020565;101052277;2024-03-17;00:00:12;1710630012897
ETHUSDT;16632933228;1;lp312J6LYZ2F69CiqlHpyR;FILLED;MARKET;SELL;3553.99;40.671015;0.0385;0.00017535;1354450722;2024-03-17;00:00:24;1710630024468
FETUSDT;1285612597;1;ZHEuPQQtbWEyFE38L5wgNo;FILLED;MARKET;SELL;2.3828;-32.55159999999999;68.0;0.00020764;103093667;2024-03-17;00:00:27;1710630027153
ADAUSDT;4556772560;1;bEBFMlOAzy8frG52o5EQhC;FILLED;MARKET;SELL;0.6442;-8.871480000000002;259.4;0.00022344;481021623;2024-03-17;08:00:08;1710658808222
AVAXUSDT;2879115562;1;7UySFWxSRZ0yLJinSRdxfX;FILLED;MARKET;BUY;57.15;0.0;3.47;0.00025832;263445576;2024-03-18;00:00:07;1710716407929
ONEUSDT;1440526207;1;XLOz4CjKOX64VSWRWW8mHI;FILLED;MARKET;SELL;0.02856;-31.143525000000007;5932.1;0.0002296;114602307;2024-03-19;00:00:17;1710802817953
OMGUSDT;2030891481;1;s0MJmbloapzIO9LjXvj3WW;FILLED;MARKET;SELL;0.997;-35.33459999999999;197.4;0.0002807;121771332;2024-03-19;04:40:14;1710819614952
INJUSDT;1226961461;1;UrZdXulKY75D3d1gWswokI;FILLED;MARKET;SELL;36.36;-50.11600000000001;3.4;0.00017556;80907275;2024-03-19;08:53:21;1710834801458
RUNEUSDT;1484777711;1;c5yVYNo65c5vl0REzJmeWA;FILLED;MARKET;SELL;7.626;-40.68659999999999;24.9;0.0002696499999999;112771676;2024-03-19;08:53:28;1710834808645
CTSIUSDT;736919261;1;bNSFavlyjIkEgLakwffXL3;FILLED;MARKET;SELL;0.2778;-36.1928;322.0;0.00012703;45633849;2024-03-19;08:53:36;1710834816320
SOLUSDT;5475931505;1;ZEN3dXpVZITXRkjmMxZf7D;FILLED;MARKET;BUY;168.82;0.0;1.2;0.00029862;507321929;2024-03-20;00:00:20;1710889220554
SOLUSDT;5476035727;1;KCU590qWXtdTtHAEiX1tV6;FILLED;MARKET;SELL;167.5;-1.5707999999999918;1.19;0.00029514;507332540;2024-03-20;00:05:20;1710889520607
AVAXUSDT;2905067816;1;9MNYMh6OWZlnw5ovV6EFae;FILLED;MARKET;SELL;52.13;-17.369199999999985;3.46;0.00026591;265720712;2024-03-20;02:25:06;1710897906901
BTCUSDT;25841918726;1;gTDsw7RcR64VImg5SSKtGL;FILLED;MARKET;SELL;63006.18;-0.9549064000000034;0.00287;0.00025487;3500166029;2024-03-20;08:59:28;1710921568974
EGLDUSDT;1383380999;1;XFzBqJT0AvY6Wl6h3LEGMW;FILLED;MARKET;SELL;57.96;-11.366399999999995;2.56;0.00020913;101413155;2024-03-20;08:59:33;1710921573726
SOLUSDT;5501062018;1;xi4U0qoVM8RWrCpb7e6nk6;FILLED;MARKET;BUY;189.91;0.0;1.05;0.00026948;510012076;2024-03-21;00:00:20;1710975620043
FETUSDT;1402653244;1;JKpYNIR9q14l1NpK2XAKzz;FILLED;MARKET;BUY;3.3028;0.0;49.0;0.0002076;112492629;2024-03-29;00:00:13;1711666813868
FETUSDT;1402653432;1;a9TPwSKhHUwC2KRY89w7zp;FILLED;MARKET;SELL;3.3022;-0.0287999999999968;48.0;0.00020324;112492650;2024-03-29;00:00:20;1711666820612
AUDIOUSDT;750583279;1;EL6a8MKOoSR52pK4gYJrRq;FILLED;MARKET;BUY;0.311;0.0;615.1;0.00023178;52868164;2024-03-30;00:00:13;1711753213341
SOLUSDT;5611966165;1;IS18VWUnPIVvZkQH6lpKUx;FILLED;MARKET;SELL;195.34;5.647200000000007;1.04;0.00025402;520207978;2024-03-30;09:25:23;1711787123171
FETUSDT;1415458617;1;InPnUC4ZTj0vDgVtYeDKTc;FILLED;MARKET;BUY;3.1681;0.0;50.0;0.00019646;113372503;2024-03-31;00:00:16;1711839616180
SOLUSDT;5616280529;1;sElVYilybtKePgW2WdvCd9;FILLED;MARKET;BUY;195.94;0.0;1.04;0.00025318;520576576;2024-03-31;00:00:28;1711839628463
FETUSDT;1454790745;1;qdXzWoifIGQrzbaQjQbK4w;FILLED;MARKET;SELL;2.5324;-31.1493;49.0;0.0001617299999999;115465677;2024-04-05;12:25:16;1712312716610
FETUSDT;1657212657;1;4XEo85SGIdjYvGn4fGhZC6;FILLED;MARKET;BUY;2.4173;0.0;52.4;0.00016022;126626398;2024-05-07;00:00:15;1715032815337
BTCUSDT;27272069739;1;N3UAUdSUHsrNzaltIN835e;FILLED;MARKET;BUY;66794.36;0.0;0.00308;0.00026622;3603173107;2024-05-18;00:00:10;1715983210607
RUNEUSDT;1659618871;1;8H5K2kcic1NeTxsCBY4jA7;FILLED;MARKET;BUY;6.814;0.0;27.9;0.00024594;124836268;2024-05-18;00:05:35;1715983535660
AVAXUSDT;3115129842;1;CPzi9sxhfK1iUqtOGHrLwJ;FILLED;MARKET;BUY;38.98;0.0;4.63;0.00022697;277003687;2024-05-21;00:00:07;1716242407609
ETHUSDT;17769571537;1;2ihSgSWOE7D4LlAStasdhP;FILLED;MARKET;BUY;3626.17;0.0;0.0561;0.00025686;1426372080;2024-05-21;00:00:21;1716242421481
AVAXUSDT;3115906014;1;iGSiQrmRrn3NXjCY2t4wBd;FILLED;MARKET;SELL;40.15;5.405400000000008;4.62;0.00023182;277055102;2024-05-21;03:15:07;1716254107380
RUNEUSDT;1666245616;1;HcN9ld260rwr1frioITetZ;FILLED;MARKET;SELL;7.072;7.1724000000000006;27.8;0.0002469299999999;125319097;2024-05-21;03:25:16;1716254716866
FETUSDT;1728758728;1;D429aE3slnFrgqdtnbtMyg;FILLED;MARKET;SELL;2.4948;4.053250000000007;52.3;0.00015585;130141697;2024-05-21;14:35:15;1716294915636
BTCUSDT;27340294602;1;96IDhLRz7kIojB3CpouhDG;FILLED;MARKET;SELL;69683.99;8.119860300000013;0.00281;0.00023813;3608435605;2024-05-21;19:00:09;1716310809461
ETHUSDT;17792841671;1;6hoghrDrHbX4ZGML0yTE5U;FILLED;MARKET;SELL;3742.69;6.501815999999999;0.0558;0.00025431;1428547312;2024-05-21;19:15:13;1716311713634
AVAXUSDT;3118748789;1;rvFZCS1k6qwcwd9NXX1Udr;FILLED;MARKET;BUY;40.84;0.0;4.54;0.00022639;277214051;2024-05-22;00:00:08;1716328808533
BTCUSDT;27344675064;1;JXLKdzxZFts2EC3xgwXaO4;FILLED;MARKET;BUY;69767.99;0.0;0.00306;0.00026132;3608728753;2024-05-22;00:00:18;1716328818788
ETHUSDT;17797075468;1;O1AVHmdlB40CRvWwS90TD2;FILLED;MARKET;BUY;3753.72;0.0;0.0559;0.00025673;1428794885;2024-05-22;00:00:27;1716328827670
FETUSDT;1731289807;1;GOYpEUwtUdE0qFJgKF2gOc;FILLED;MARKET;BUY;2.5101;0.0;52.0;0.0001559;130289723;2024-05-22;00:00:35;1716328835341
INJUSDT;1366209269;1;AVIbkSMlFbFlcTgbQVxTUz;FILLED;MARKET;BUY;27.79;0.0;4.51;0.00015336;88196693;2024-05-22;00:05:49;1716329149973
ONEUSDT;1503794516;1;BRUfZHt6Ft5ZPMEplXzTZv;FILLED;MARKET;BUY;0.02276;0.0;7443.7;0.00020291;117393657;2024-05-22;00:05:57;1716329157973
RUNEUSDT;1668473574;1;4tYw0lq1XNrlqUp19DC9zx;FILLED;MARKET;BUY;6.807;0.0;28.9;0.00023955;125468626;2024-05-22;00:06:06;1716329166169
FETUSDT;1737033826;1;rpxUn6QllFKyV4p5cHjx6f;FILLED;MARKET;SELL;2.5769;3.4669200000000098;51.9;0.00016008;130613336;2024-05-22;20:25:19;1716402319387
FETUSDT;1739478934;1;9zEFQc5fYXmmB3QkdG1KC0;FILLED;MARKET;BUY;2.5726;0.0;52.0;0.00015944;130823310;2024-05-23;00:00:14;1716415214095
ETHUSDT;17833603096;1;4PbHIUnBtckWsDefSk8pLL;FILLED;MARKET;SELL;3873.01;6.632524000000023;0.0556;0.0002669;1431055486;2024-05-23;15:00:12;1716469212445
ETHUSDT;17851038567;1;0TG8XJIKolMgKF187yK8uc;FILLED;MARKET;BUY;3844.83;0.0;0.0562;0.0002699899999999;1432782994;2024-05-24;00:00:14;1716501614353
OMGUSDT;2083120257;1;9xtOjNouC0O1hD96M4PRfP;FILLED;MARKET;BUY;0.711;0.0;277.2;0.00024639;123294377;2024-05-24;00:00:26;1716501626249
OMGUSDT;2083999280;1;4obXOGUqkghBbWAzqnS0Sq;FILLED;MARKET;SELL;0.732;5.819100000000006;277.1;0.00025282;123316203;2024-05-25;10:00:18;1716624018778
OMGUSDT;2084287047;1;DtbKEJUZTORhBAKeuWTFSk;FILLED;MARKET;BUY;0.734;0.0;276.0;0.0002525799999999;123326219;2024-05-26;00:00:17;1716674417677
OMGUSDT;2085204284;1;B8V7p9WhyQU7zJx6Zz8hxx;FILLED;MARKET;SELL;0.756;6.069800000000005;275.9;0.00025669;123348028;2024-05-27;20:50:17;1716835817201
RUNEUSDT;1679526013;1;hhn3yKExNh3jd5JNHRA5Rn;FILLED;MARKET;SELL;6.974;4.809599999999995;28.8;0.00024806;126106044;2024-05-27;21:15:19;1716837319978
HOTUSDT;937366986;1;RfBZacjtRyNECddUyqfLkm;FILLED;MARKET;BUY;0.002487;0.0;75637.0;0.00023369;113955025;2024-05-28;00:00:12;1716847212163
OMGUSDT;2085271715;1;IrLB6HUjPxmr3KRvooV055;FILLED;MARKET;BUY;0.755;0.0;276.2;0.0002588799999999;123350023;2024-05-28;00:00:21;1716847221711
RUNEUSDT;1679757904;1;TPqFJoULV4YTENxqtLne1H;FILLED;MARKET;BUY;6.924;0.0;29.0;0.00024929;126119001;2024-05-28;00:00:29;1716847229420
ONEUSDT;1508705207;1;GUa5ZEuadiehHvRQpNcfXu;FILLED;MARKET;SELL;0.02342;4.912776000000006;7443.6;0.0002171;117605141;2024-05-29;01:10:16;1716937816443
HOTUSDT;938345273;1;cFXS6qydn1YtYAgUGMgl4v;FILLED;MARKET;SELL;0.002547;4.538159999999979;75636.0;0.00023994;114010754;2024-05-29;09:05:12;1716966312615
HOTUSDT;939501870;1;uMMMpN4ShSuLc4lR63y8YP;FILLED;MARKET;BUY;0.002446;0.0;78757.0;0.00024275;114074369;2024-05-31;00:00:12;1717106412758
ONEUSDT;1510015139;1;ktV8wJIdWR7Vqm9wEoHeEF;FILLED;MARKET;BUY;0.02177;0.0;8011.4;0.00022092;117656522;2024-05-31;00:00:24;1717106424033
ROSEUSDT;1569502962;1;zNbvzCBmxV989DRpmCwOOG;FILLED;MARKET;BUY;0.09941;0.0;1646.7;0.00020717;109019509;2024-05-31;00:00:31;1717106431580
ROSEUSDT;1570992130;1;ozPDjzcANNbomV0Y0e5pvB;FILLED;MARKET;SELL;0.10201;4.281160000000008;1646.6;0.00021093;109096429;2024-05-31;15:20:17;1717161617842
HOTUSDT;940372138;1;ARphLjOXIfQxLtnzLUqM1Q;FILLED;MARKET;SELL;0.00251;5.04038400000002;78756.0;0.00024836;114124266;2024-06-01;20:35:14;1717266914346
ROSEUSDT;1573028250;1;h8GhPyiSdN9zisgCytTzYk;FILLED;MARKET;BUY;0.10217;0.0;1643.5;0.00020838;109178964;2024-06-02;00:00:19;1717279219989
ONEUSDT;1510996347;1;knksjn3BQHAyvEkk0DfIv7;FILLED;MARKET;SELL;0.02225;3.845423999999982;8011.3;0.0002216199999999;117690013;2024-06-02;04:45:18;1717296318523
FETUSDT;1758309306;1;1NZuUor5EKtNkuV2urPBX6;FILLED;MARKET;SELL;2.046;-27.330540000000013;51.900000000000006;0.00013015;131935677;2024-06-02;20:05:15;1717351515781
HOTUSDT;940923264;1;Qh0KN9fesADo9cQyuboG3Y;FILLED;MARKET;BUY;0.002466;0.0;80194.0;0.00024659;114158762;2024-06-03;00:00:13;1717365613458
OMGUSDT;2088635825;1;NPCAAm5UBEuHt6zIwauix5;FILLED;MARKET;SELL;0.577;-49.145800000000015;276.1;0.00019679;123450150;2024-06-03;05:10:16;1717384216666
HOTUSDT;941350084;1;ZiCOpzQ09Pq9vVevbvseuf;FILLED;MARKET;SELL;0.00252800;4.971965999999999;80193.0;0.00024216;114185004;2024-06-03;16:40:11;1717425611531
